SMILES,NR3C1,GRIN1,PDE4D,ADRB2,ADRB1,ADORA2A,MAOA,AR,PTGS1,PTGS2,HRH1,OPRK1,ACHE,HTR1B,CHRM2,OPRD1,CHRM1,SLC6A4,HTR2B,CNR1,KCNH2,DRD2,CNR2,ADRA2A,SCN5A,LCK,GABRA1,HTR3A,CCKAR,PDE3A,DRD1,HTR2A,KCNQ1,ADRA1A,CHRM3,OPRM1,CACNA1C,HTR1A,CHRNA4,SLC6A2,EDNRA,HRH2,SLC6A3,AVPR1A
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H]2O[C@@H]21,-9.8,-9.0,-10.0,-9.8,-9.6,-11.5,-7.1,-5.3,-9.5,-9.3,-6.6,-8.7,-10.2,-9.8,0.0,-8.0,-8.3,-10.2,-9.3,-9.2,-6.4,-8.9,-11.2,-8.4,-8.9,-8.7,-10.1,-9.7,-9.3,-10.3,-10.4,-10.2,-8.6,-9.0,-8.1,-8.4,-8.0,-9.1,-6.0,-9.5,-6.9,-6.8,-9.3,-7.2
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=CO[C@@H]1O2,-8.2,-9.0,-9.9,-9.0,-9.6,-11.4,-7.0,-5.8,-9.5,-8.9,-6.4,-8.7,-9.9,-9.7,0.0,-7.5,-8.8,-10.0,-9.0,-9.0,-6.5,-9.1,-10.3,-8.7,-8.9,-8.2,-10.0,-9.6,-9.5,-9.4,-9.9,-9.4,-8.5,-9.7,-7.0,-8.1,-7.9,-9.2,-4.7,-9.4,-6.7,-6.6,-9.0,-7.2
COc1cc2c(c3oc(=O)c4c(c13)[C@@H](O)CC4=O)[C@@H]1C=CO[C@@H]1O2,-9.3,-8.5,-9.2,-9.3,-9.7,-11.1,-7.9,-5.4,-9.3,-8.7,-6.8,-8.2,-10.1,-9.8,0.0,-7.9,-8.4,-9.8,-9.1,-8.9,-6.1,-9.0,-10.6,-8.4,-8.9,-8.7,-11.2,-10.7,-9.4,-9.6,-9.6,-9.9,-9.0,-9.2,-7.0,-8.1,-8.3,-9.1,-5.6,-10.0,-7.4,-8.5,-8.6,-7.0
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1C=CO[C@@H]1O2,-9.6,-8.9,-9.5,-9.3,-9.2,-9.9,-6.2,-4.4,-9.2,-8.6,-6.4,-8.6,-9.4,-9.1,-0.2,-7.3,-8.5,-9.7,-8.7,-9.0,-6.5,-9.0,-9.9,-8.1,-8.9,-8.3,-10.6,-9.1,-9.2,-9.3,-9.1,-9.8,-8.5,-9.9,-7.2,-8.2,-8.0,-8.7,-4.1,-9.8,-7.3,-7.0,-8.9,-7.2
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@H]1C=CO[C@H]1O2,-8.6,-9.0,-9.7,-10.3,-10.4,-11.2,-6.1,-7.3,-9.9,-8.5,-7.3,-8.8,-10.3,-9.9,0.0,-8.3,-11.1,-9.7,-9.5,-9.2,-6.1,-9.7,-11.0,-8.3,-8.9,-8.1,-11.8,-9.8,-9.3,-10.6,-10.2,-10.4,-8.7,-8.3,-10.8,-8.6,-8.2,-9.4,-5.6,-9.4,-6.9,-7.8,-7.9,-7.5
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@H]1C=CO[C@@H]1O2,-8.2,-8.8,-10.2,-10.1,-10.3,-11.2,-6.9,-6.0,-9.5,-8.6,-6.9,-8.8,-10.6,-9.8,0.0,-8.4,-10.1,-9.7,-9.7,-9.5,-6.3,-9.8,-11.1,-8.2,-8.6,-8.8,-11.0,-9.8,-9.2,-10.6,-9.7,-11.1,-8.1,-8.0,-9.9,-8.3,-8.0,-9.5,-5.5,-9.4,-7.1,-7.6,-8.1,-7.4
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-9.1,-7.2,-7.9,-7.9,-7.4,-7.6,-5.4,-5.9,-8.2,-7.4,-5.0,-6.9,-8.5,-8.4,0.0,-7.0,-8.2,-8.0,-7.9,-7.3,-5.0,-7.2,-7.5,-6.8,-7.2,-6.6,-7.1,-7.8,-8.3,-8.0,-7.6,-7.6,-6.7,-7.4,-5.6,-7.6,-7.2,-7.6,-4.0,-8.4,-5.9,-4.9,-7.4,-6.4
CN1C(=O)[C@@]2(CO)SS[C@]1(CO)C(=O)N2c1ccccc1,-7.2,-7.2,-6.6,-6.8,-7.2,-7.6,-4.1,-3.7,-7.5,-5.7,-5.2,-6.8,-8.4,-7.0,0.0,-6.5,-7.5,-7.2,-6.6,-6.4,-4.8,-6.0,-5.9,-5.8,-6.5,-5.7,-5.5,-6.7,-8.3,-7.1,-6.5,-6.5,-5.8,-7.0,-7.4,-6.7,-6.5,-6.3,-2.0,-7.6,-5.5,-5.7,-6.9,-5.9
Cc1c(O)cc2c3c1[C@H](C)[C@@H](C)O[C@@H]3C[C@H](c1ccc(O)cc1)O2,-7.5,-8.7,-9.8,-10.4,-10.6,-10.2,-8.6,-8.6,-9.7,-9.9,-9.7,-9.2,-11.6,-10.0,0.0,-8.6,-9.3,-10.1,-10.0,-9.8,-7.0,-9.4,-11.3,-9.2,-9.2,-9.2,-10.9,-10.3,-9.4,-10.4,-9.4,-10.7,-8.3,-9.7,-4.7,-9.6,-8.6,-9.4,-3.8,-10.6,-7.6,-8.1,-10.1,-7.4
CC=C(C)c1cc(O)c(C)c2c1Oc1cc(O)cc(C)c1C(=O)O2,-7.0,-8.2,-9.2,-8.6,-9.4,-7.3,-4.0,-5.7,-9.7,-6.1,-5.4,-8.3,-10.0,-9.6,0.0,-8.3,-9.5,-9.3,-8.2,-8.9,-6.3,-8.9,-8.9,-7.8,-9.4,-8.5,-11.4,-8.8,-9.0,-9.2,-7.9,-9.5,-8.2,-9.4,-5.9,-8.8,-8.2,-8.5,-4.9,-9.4,-6.9,-6.6,-8.1,-6.9
COc1cccc2oc3c4c(cc(O)c3c(=O)c12)O[C@H]1OCC[C@@H]41,-8.7,-8.7,-10.1,-9.5,-9.8,-10.4,-10.4,-3.0,-8.8,-7.4,-6.5,-8.8,-9.5,-9.7,0.0,-7.9,-9.2,-10.0,-10.0,-9.0,-6.1,-9.1,-9.4,-9.5,-8.7,-9.1,-10.4,-9.8,-8.9,-10.5,-8.8,-10.0,-7.9,-7.8,-7.6,-9.0,-8.4,-9.2,-5.1,-10.3,-7.1,-7.6,-9.3,-7.6
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1CCO[C@@H]1O2,-8.2,-8.7,-10.3,-9.8,-9.8,-10.4,-7.7,-6.7,-9.3,-10.4,-6.7,-8.7,-9.8,-9.8,0.0,-8.6,-9.6,-9.5,-9.8,-9.1,-6.3,-8.9,-10.6,-8.9,-8.8,-8.7,-10.5,-10.3,-9.9,-9.7,-8.8,-9.6,-8.6,-8.6,-8.7,-8.3,-8.5,-9.0,-6.4,-9.2,-7.5,-7.0,-9.6,-7.2
CN1C(=O)[C@]23Cc4cccc(O)c4N2C(=O)[C@@]1(CO)SS3,-7.9,-7.2,-8.6,-7.6,-7.8,-7.4,-4.2,-6.0,-8.5,-6.5,-6.3,-7.1,-8.8,-7.9,-0.7,-7.5,-8.4,-8.7,-8.1,-7.3,-5.6,-6.8,-7.8,-7.5,-7.2,-6.4,-7.6,-8.1,-7.9,-7.9,-7.1,-7.8,-6.7,-7.4,-7.3,-7.1,-7.2,-7.5,-4.2,-7.9,-6.3,-6.0,-7.2,-6.5
CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](O)[C@@]2(C)[C@]12CO2,-7.9,-7.1,-7.3,-8.1,-7.6,-5.2,-0.1,-5.4,-7.7,-6.3,-5.4,-6.8,-9.4,-8.0,0.0,-6.8,-7.8,-8.4,-7.9,-6.8,-5.0,-6.2,-8.0,-6.5,-6.7,-6.6,-6.2,-7.5,-8.2,-7.3,-6.8,-7.1,-6.5,-6.8,-4.0,-7.3,-7.1,-7.0,-3.0,-8.1,-5.7,-5.5,-8.3,-6.3
CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](O)[C@@]2(C)[C@@]12CO2,-8.3,-7.5,-7.3,-7.9,-7.7,-7.0,-1.2,-4.9,-7.8,-6.5,-5.1,-7.0,-9.3,-8.0,0.0,-7.0,-7.3,-8.7,-8.1,-7.0,-4.7,-6.4,-7.0,-6.5,-7.5,-6.4,-6.4,-6.8,-7.8,-7.5,-6.4,-7.2,-6.4,-6.9,-4.2,-8.2,-7.2,-7.3,-3.8,-8.5,-5.8,-5.6,-8.4,-6.8
CC(=O)O[C@@H]1[C@@H](O)[C@]2(C)[C@@]3(CO)CCC(C)=C[C@H]3O[C@H]1[C@@]21CO1,-7.5,-7.5,-6.8,-7.8,-7.8,-5.9,0.0,-6.9,-7.9,-6.4,-5.2,-6.9,-9.4,-7.6,0.0,-6.7,-7.8,-8.5,-8.0,-7.4,-5.0,-6.0,-6.4,-7.1,-6.7,-5.8,-5.8,-7.3,-7.7,-7.6,-7.2,-7.0,-6.1,-7.3,-3.7,-7.4,-6.8,-7.3,-3.3,-8.0,-6.3,-5.4,-7.7,-7.0
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2,-8.5,-8.6,-10.4,-9.7,-9.6,-10.3,-7.6,-6.5,-9.1,-9.1,-7.2,-8.7,-10.3,-9.9,0.0,-8.4,-9.8,-10.0,-9.3,-9.5,-6.1,-8.9,-10.7,-9.0,-8.6,-8.5,-10.1,-10.0,-10.2,-9.8,-8.7,-9.7,-8.8,-8.7,-9.0,-8.6,-8.4,-9.2,-6.7,-9.2,-7.7,-7.0,-8.7,-7.3
COc1cccc2oc3c4c(cc(O)c3c(=O)c12)O[C@H]1OC=C[C@@H]41,-8.5,-9.0,-10.2,-9.6,-9.8,-10.7,-11.0,-3.9,-9.1,-8.1,-6.4,-9.0,-10.9,-9.6,0.0,-8.0,-9.5,-9.8,-10.0,-9.4,-6.0,-9.1,-9.4,-9.6,-8.8,-9.4,-9.7,-9.9,-9.0,-10.4,-9.2,-9.1,-8.2,-7.7,-8.0,-8.8,-8.3,-9.6,-5.1,-10.2,-7.2,-7.6,-8.8,-7.3
C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,-6.5,-8.4,-9.1,-9.2,-9.3,-8.7,-3.7,-3.9,-9.3,-7.0,-6.0,-7.9,-9.6,-9.6,0.0,-7.6,-8.4,-10.1,-9.3,-8.1,-6.1,-9.1,-8.3,-7.7,-8.4,-8.5,-9.6,-9.9,-8.8,-9.6,-8.3,-8.9,-8.3,-6.9,-6.7,-8.6,-8.1,-8.8,-3.1,-8.5,-6.8,-4.4,-8.4,-7.6
CO[C@@H]1CCC[C@H](C)OC(=O)Cc2cc(O)cc(O)c2C(=O)C1,-7.6,-7.3,-8.4,-8.5,-8.3,-7.3,-3.5,-4.4,-8.1,-7.2,-5.8,-7.3,-9.6,-8.6,0.0,-7.7,-7.9,-8.7,-8.9,-8.0,-5.5,-7.9,-8.1,-6.9,-7.5,-7.5,-8.2,-8.1,-9.2,-9.1,-7.2,-8.3,-7.6,-8.2,-4.4,-8.1,-7.7,-8.1,-3.8,-8.7,-6.6,-5.5,-9.1,-7.0
CO[C@H]1CCC[C@H](C)OC(=O)Cc2cc(O)cc(O)c2C(=O)C1,-7.0,-7.5,-8.1,-8.7,-8.8,-8.1,-4.5,-4.2,-9.2,-7.7,-5.9,-7.9,-9.7,-8.8,0.0,-8.2,-8.0,-8.8,-8.3,-7.6,-5.4,-8.2,-8.8,-7.1,-8.5,-8.1,-8.8,-9.1,-9.3,-8.6,-8.0,-8.3,-8.2,-8.1,-5.3,-8.0,-8.0,-7.9,-5.0,-9.5,-6.6,-5.7,-8.7,-7.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,-8.1,-7.7,-7.8,-9.0,-9.3,-8.2,-7.5,-7.7,-7.9,-7.5,-7.0,-7.5,-8.9,-7.8,-3.3,-6.7,-8.8,-7.9,-8.1,-8.2,-5.5,-7.7,-8.7,-7.1,-7.4,-7.0,-9.4,-8.0,-7.6,-8.3,-7.4,-8.9,-7.1,-8.3,-7.6,-7.1,-6.6,-8.1,-6.1,-8.2,-5.6,-8.1,-8.5,-5.6
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,-8.6,-7.5,-7.8,-9.0,-8.6,-8.8,-7.8,-7.9,-8.6,-7.4,-7.7,-7.5,-10.0,-7.9,-3.4,-6.3,-8.8,-8.1,-8.2,-7.7,-4.9,-7.8,-8.7,-7.4,-7.3,-7.7,-8.7,-8.4,-7.6,-7.8,-7.2,-9.1,-7.3,-8.7,-8.3,-7.2,-6.7,-7.5,-5.8,-8.1,-6.2,-7.7,-8.1,-6.0
COc1cc(O)c(Oc2cc(C)cc(O)c2C(=O)O)c(CO)c1,-8.3,-7.7,-7.3,-7.5,-7.6,-7.4,-7.6,-7.4,-7.8,-7.0,-5.4,-7.3,-8.6,-7.5,-0.9,-7.1,-7.5,-7.7,-7.6,-7.9,-4.8,-7.1,-7.8,-6.8,-6.5,-8.2,-7.8,-7.8,-7.7,-7.4,-7.3,-8.5,-6.2,-8.1,-8.0,-7.0,-6.4,-7.2,-5.0,-7.7,-6.1,-7.7,-8.0,-5.9
CO[C@]12CCCC[C@H]1[C@H]1O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c31)O2,-7.9,-9.1,-9.5,-9.1,-8.7,-9.4,-6.2,-4.8,-9.2,-8.1,-6.3,-8.4,-10.9,-9.3,-1.8,-7.3,-10.1,-9.2,-9.2,-9.0,-6.4,-8.4,-8.7,-8.1,-7.7,-7.9,-9.4,-10.0,-8.5,-9.7,-8.4,-8.7,-8.3,-8.9,-7.0,-8.2,-8.2,-8.9,-4.4,-9.2,-6.9,-8.6,-9.1,-6.6
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,-5.9,-8.6,-9.8,-8.8,-9.6,-8.8,-3.6,-2.6,-9.6,-7.6,-6.1,-8.0,-9.3,-10.2,0.0,-8.1,-8.4,-10.0,-9.8,-9.2,-6.4,-9.0,-7.9,-7.8,-8.5,-8.2,-10.2,-9.2,-9.5,-9.4,-8.1,-8.4,-8.4,-7.3,-7.0,-9.0,-8.9,-9.6,0.0,-8.5,-7.4,-5.3,-7.9,-7.1
COc1cc(O)cc(C(=O)O)c1C(=O)c1c(O)cc(C)cc1O,-7.4,-8.3,-7.1,-8.0,-7.6,-7.6,-7.1,-6.5,-8.3,-8.6,-6.0,-7.7,-9.6,-8.1,-3.0,-6.4,-7.4,-7.8,-7.9,-7.7,-5.4,-8.1,-7.1,-6.9,-7.5,-7.2,-7.9,-8.5,-8.1,-7.4,-7.3,-8.9,-6.3,-7.8,-8.3,-7.0,-7.1,-7.4,-4.7,-8.0,-6.2,-6.4,-7.3,-6.3
O=C1c2c(cc(CO)c(O)c2O)C(=O)c2c(O)c(O)cc(O)c21,-9.4,-8.1,-8.9,-10.0,-9.7,-9.5,-8.8,-8.0,-8.4,-9.0,-5.9,-7.9,-9.0,-9.1,0.0,-9.0,-7.6,-9.0,-8.8,-8.0,-5.3,-8.7,-8.9,-8.3,-7.8,-8.4,-8.8,-9.1,-9.7,-9.2,-8.0,-9.6,-8.3,-7.0,-8.3,-7.8,-7.8,-8.3,-5.8,-8.5,-7.3,-6.1,-8.8,-7.1
CC1=C[C@@H]2C[C@@H](C)CCC(=O)[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C,-9.1,-7.5,-7.4,-10.0,-9.3,-7.1,-1.4,-3.9,-9.4,-8.2,-5.9,-7.8,-8.3,-9.4,0.0,-7.9,-8.4,-9.1,-9.9,-8.5,-6.2,-7.8,-8.1,-7.4,-8.6,-8.1,-7.3,-9.0,-8.8,-8.5,-6.8,-8.1,-7.8,-7.8,-6.4,-8.4,-8.1,-8.2,-3.8,-9.2,-6.7,-5.0,-9.2,-7.7
COc1ccc(C=C(C#N)C(C#N)=Cc2ccc(OC)cc2)cc1,-7.3,-6.7,-6.9,-8.0,-7.5,-8.1,-7.1,-6.1,-8.5,-7.2,-5.4,-6.9,-8.8,-8.0,-0.5,-7.5,-7.0,-8.1,-7.5,-8.1,-4.8,-7.4,-7.9,-7.1,-7.4,-6.6,-7.5,-8.1,-7.6,-6.8,-7.2,-7.7,-6.0,-8.0,-6.5,-7.7,-7.1,-7.4,-4.5,-7.9,-6.1,-6.6,-7.9,-6.1
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)[C@H](O)[C@@H]1O)[C@]31CO1,-7.9,-6.6,-6.9,-7.1,-6.8,-5.4,0.0,-3.4,-6.9,-6.4,-5.7,-6.3,-8.0,-7.4,0.0,-5.8,-6.6,-7.8,-8.3,-5.7,-4.5,-5.6,-5.9,-6.0,-6.3,-5.7,-5.0,-6.6,-7.3,-6.6,-6.9,-6.0,-5.7,-6.5,-3.9,-7.1,-7.3,-6.7,-1.4,-8.3,-5.5,-4.9,-7.7,-6.2
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1CCO[C@@H]1O2,-9.4,-8.8,-9.7,-9.2,-9.4,-11.3,-8.0,-5.2,-9.8,-9.3,-6.4,-8.5,-10.1,-9.6,0.0,-7.8,-9.1,-9.6,-8.9,-8.7,-6.5,-8.7,-10.9,-8.4,-8.6,-8.5,-10.2,-10.3,-9.4,-9.7,-10.2,-10.2,-8.8,-9.8,-8.0,-8.2,-8.5,-8.7,-6.0,-9.5,-7.0,-7.2,-8.9,-7.2
COc1cc2c(c3oc(=O)c4c(c13)CC[C@@H]4O)[C@@H]1C=CO[C@@H]1O2,-8.9,-7.8,-8.0,-8.6,-9.4,-8.7,-7.2,-6.3,-8.7,-7.3,-6.3,-8.7,-9.9,-8.6,0.0,-7.4,-8.2,-8.9,-8.9,-8.7,-6.4,-8.5,-9.4,-7.2,-8.5,-7.6,-10.4,-9.0,-9.5,-8.1,-7.9,-8.5,-7.9,-9.3,-8.1,-8.1,-7.6,-8.4,-4.2,-8.7,-6.5,-6.6,-9.0,-7.4
Cc1cc2c(c(O)c1C(=O)O)C(=O)c1c(O)cc(O)cc1C2=O,-9.7,-8.9,-9.5,-9.9,-10.4,-10.3,-9.1,-7.7,-9.1,-10.0,-6.8,-8.3,-10.4,-9.3,0.0,-9.3,-8.0,-9.8,-9.8,-9.1,-5.9,-8.9,-9.2,-8.7,-8.6,-8.9,-10.5,-9.9,-9.8,-9.8,-9.3,-10.4,-8.7,-7.4,-7.5,-9.1,-7.8,-9.1,-5.5,-9.7,-7.0,-7.3,-8.2,-7.4
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@@]31CO1,-8.1,-7.1,-7.2,-7.8,-7.6,-6.2,0.0,-5.6,-6.7,-6.2,-5.9,-6.6,-8.8,-7.0,0.0,-6.1,-7.1,-8.1,-7.7,-5.7,-4.8,-6.0,-6.0,-6.0,-6.7,-5.7,-5.5,-7.4,-7.9,-7.1,-6.6,-6.4,-5.9,-7.4,-4.5,-7.5,-7.3,-6.8,-1.3,-8.1,-5.6,-6.2,-7.5,-7.4
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,-8.0,-7.0,-7.1,-7.5,-7.3,-5.2,0.0,-4.6,-7.6,-6.1,-5.9,-6.8,-8.6,-7.7,0.0,-6.4,-7.0,-8.3,-8.2,-5.9,-4.8,-6.1,-7.2,-6.1,-6.4,-5.8,-5.2,-6.6,-7.7,-7.2,-6.4,-6.1,-6.0,-6.4,-3.8,-6.9,-7.6,-7.2,-1.4,-8.6,-5.8,-5.6,-7.9,-6.6
CC1=C[C@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@](C)([C@@]2(CO)[C@@H](O)C1=O)[C@]31CO1,-7.5,-7.1,-6.6,-8.0,-7.4,-5.6,0.0,-4.6,-7.2,-6.1,-5.6,-6.8,-8.8,-7.3,0.0,-6.6,-6.9,-7.8,-8.4,-5.4,-5.0,-5.7,-6.2,-6.1,-7.2,-5.7,-5.6,-7.2,-7.4,-7.2,-6.3,-6.4,-6.0,-6.7,-2.7,-6.5,-6.9,-6.9,0.0,-7.4,-5.8,-5.8,-6.9,-6.9
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,-9.5,-8.8,-9.7,-9.9,-9.1,-11.2,-7.1,-5.3,-9.5,-9.2,-7.3,-8.6,-10.1,-9.4,0.0,-7.5,-8.5,-10.1,-9.0,-9.2,-6.5,-9.0,-10.9,-8.3,-9.0,-8.5,-10.7,-9.7,-10.0,-10.1,-9.8,-10.0,-8.8,-9.9,-8.2,-8.4,-7.9,-8.9,-5.6,-9.6,-7.0,-6.8,-8.9,-7.2
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)O[C@H]1OCC[C@@H]31,-9.7,-8.7,-9.8,-10.1,-9.9,-10.9,-10.7,-6.1,-9.5,-10.8,-6.2,-8.4,-9.9,-9.8,0.0,-8.1,-9.3,-10.7,-10.6,-9.0,-6.3,-9.2,-9.6,-9.7,-8.8,-9.6,-10.2,-10.3,-9.7,-10.1,-8.8,-10.1,-8.8,-8.9,-8.9,-8.6,-8.6,-9.3,-6.3,-10.0,-7.1,-7.3,-9.5,-7.9
CC(=O)O[C@H]1C[C@@H](C)[C@H](C=O)[C@@]2(O)[C@@H]1C(C)(C)C[C@]2(C)C=O,-7.4,-6.7,-7.0,-7.0,-7.3,-5.3,0.0,-3.3,-7.4,-5.5,-6.4,-6.5,-9.1,-7.6,0.0,-6.6,-7.6,-7.9,-7.2,-7.5,-4.7,-6.3,-6.5,-5.8,-7.0,-6.3,-5.3,-7.2,-7.9,-6.9,-6.1,-7.3,-5.9,-7.5,-5.7,-6.8,-6.7,-7.0,-3.7,-7.6,-5.7,-4.5,-7.1,-6.2
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)O[C@H]1OC=C[C@@H]31,-9.7,-9.2,-9.8,-9.7,-9.8,-10.7,-11.2,-5.7,-9.8,-10.2,-5.9,-9.1,-10.7,-10.0,0.0,-8.5,-9.7,-9.8,-10.4,-9.3,-6.2,-9.1,-10.1,-9.5,-8.9,-9.5,-10.2,-10.5,-9.7,-10.3,-9.3,-10.0,-8.8,-9.4,-9.8,-8.6,-8.6,-9.7,-6.1,-9.9,-7.3,-7.5,-9.5,-7.7
C[C@H]1CCC[C@@H](O)CC(=O)c2c(O)cc(O)cc2CC(=O)O1,-8.6,-8.7,-9.2,-8.2,-8.8,-9.1,-5.5,-4.7,-8.8,-7.1,-6.0,-8.7,-9.8,-8.8,0.0,-8.5,-8.5,-9.0,-9.3,-8.3,-5.8,-8.1,-8.4,-7.6,-7.8,-7.2,-9.0,-8.5,-9.3,-8.8,-8.2,-8.5,-9.3,-9.0,-7.6,-8.8,-7.6,-8.6,-5.2,-8.4,-6.4,-5.9,-7.7,-6.7
COC(=O)[C@@]1(O)C[C@H]2O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c32)O1,-8.0,-8.0,-7.4,-8.1,-8.7,-6.4,-3.3,-7.5,-8.0,-6.3,-7.0,-7.2,-9.6,-8.0,-1.6,-7.1,-8.6,-8.1,-7.5,-7.0,-5.2,-7.1,-7.9,-6.6,-7.9,-7.0,-7.3,-8.0,-7.7,-7.6,-8.1,-7.7,-7.1,-8.1,-7.1,-7.4,-7.2,-7.1,-3.9,-8.0,-6.2,-6.5,-8.2,-7.2
CC(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@]21CO1,-8.6,-8.0,-7.8,-8.6,-8.5,-7.1,-1.7,-6.4,-8.4,-6.4,-6.2,-7.5,-10.3,-8.5,0.0,-7.2,-9.3,-8.4,-8.8,-7.9,-5.1,-6.1,-8.2,-7.1,-7.9,-6.3,-6.0,-8.0,-8.0,-7.5,-7.8,-6.8,-6.5,-5.5,-2.6,-8.1,-7.1,-7.2,-3.2,-8.5,-6.6,-6.2,-7.7,-7.5
CC1=C(O)C(=O)C(C2=C(O)C(=O)C(C)=C(O)C2=O)=C(O)C1=O,-9.0,-8.0,-8.1,-8.1,-8.0,-9.6,-7.0,-8.8,-8.6,-7.7,-6.7,-8.0,-10.3,-9.6,0.0,-7.7,-7.7,-8.7,-8.0,-8.1,-5.7,-8.3,-8.1,-8.0,-8.0,-8.5,-9.3,-8.7,-9.1,-8.3,-7.9,-8.2,-6.8,-7.9,-4.6,-7.6,-7.3,-8.0,-4.3,-8.4,-7.6,-8.1,-7.9,-7.3
CCCCCCCc1c(O)cc(CC=C(C)C)c(O)c1C=O,-7.0,-6.2,-7.3,-8.2,-6.8,-7.6,-8.1,-7.2,-7.0,-7.7,-7.0,-6.9,-8.3,-7.2,-3.7,-6.5,-7.3,-7.4,-7.5,-7.3,-5.2,-7.9,-8.5,-6.8,-7.2,-7.1,-7.8,-7.3,-7.3,-7.3,-6.7,-9.0,-6.2,-7.4,-8.0,-6.9,-5.7,-6.7,-5.2,-7.9,-5.7,-6.5,-7.3,-5.1
COc1cc([C@H]2[C@@H]3CCCC[C@@H]3C=C[C@@H]2C)oc(=O)c1CO,-8.4,-8.5,-8.0,-9.0,-8.5,-8.4,-7.4,-7.6,-9.0,-7.8,-5.3,-8.0,-10.4,-8.5,-2.7,-7.8,-9.0,-8.9,-8.8,-9.5,-5.7,-7.7,-9.3,-7.8,-8.3,-7.6,-9.0,-9.4,-9.7,-8.4,-8.2,-8.7,-7.6,-8.6,-7.1,-8.0,-7.7,-7.9,-4.2,-9.2,-7.2,-7.7,-9.9,-6.5
COc1cc([C@H]2[C@@H]3CCCC[C@H]3C=C[C@H]2C)oc(=O)c1CO,-8.8,-7.7,-9.4,-9.0,-9.5,-9.3,-6.6,-8.6,-9.2,-9.6,-8.1,-8.0,-9.3,-9.3,0.0,-7.5,-9.3,-9.0,-8.5,-8.8,-5.8,-7.9,-9.6,-8.6,-7.8,-7.7,-9.8,-9.0,-7.6,-9.3,-7.9,-9.1,-7.2,-7.9,-8.2,-7.8,-7.2,-8.5,-6.2,-8.7,-7.4,-9.2,-8.4,-6.7
COc1cc(O)c(C(=O)c2c(C)cc(O)cc2OC)c(O)c1,-7.8,-7.0,-6.8,-7.8,-7.4,-7.1,-8.1,-7.3,-7.9,-8.3,-6.9,-7.7,-9.0,-7.6,-2.5,-6.9,-8.2,-7.6,-7.5,-7.8,-4.9,-7.7,-6.9,-6.6,-7.3,-7.7,-7.4,-8.2,-8.2,-6.6,-7.4,-8.3,-6.2,-8.1,-7.8,-7.5,-6.6,-7.2,-6.2,-7.9,-6.1,-7.1,-7.3,-6.4
COc1cc([C@H]2[C@@H]3CCCC[C@@H]3C=C[C@@H]2C)oc(=O)c1C=O,-8.4,-8.7,-8.3,-8.9,-8.3,-8.3,-7.5,-7.6,-9.1,-8.3,-5.8,-8.1,-10.2,-8.6,-2.5,-7.6,-9.0,-8.6,-9.0,-9.7,-5.7,-7.6,-9.6,-8.0,-8.5,-7.3,-9.3,-9.3,-9.5,-8.6,-8.3,-8.0,-7.5,-8.7,-7.1,-7.9,-7.7,-8.0,-5.6,-9.3,-7.8,-7.8,-10.0,-6.6
